"Date","Risk","media_mentions","media_mentions_windsor","log_media_mentions","log_media_mentions_windsor","dd_media_mentions","dd_media_mentions_windsor","dd_log_media_mentions","dd_log_media_mentions_windsor","Deaths","Deaths_windsor","log_Deaths","log_Deaths_windsor","dd_Deaths","dd_Deaths_windsor","dd_log_Deaths","dd_log_Deaths_windsor"
"1999-02-01","COVID-19",50,50,3.91202300542815,3.91202300542815,-7.31349206349202,-7.34724206349208,0.0597333201965804,0.0597285636551184,0,0,-Inf,-Inf,120.218253968254,120.218253968254,NA,NA
"1999-02-01","Diabetes",57,57,4.04305126783455,4.04305126783455,6.21428571428572,6.21428571428572,0.0222299163660988,0.0222299163660988,5991,5991,8.69801362208393,8.69801362208393,195.72619047619,195.535257936507,0.0200905021728186,0.0200535138319573
"1999-02-01","Heart",194,194,5.26785815906333,5.26785815906333,27.0535714285714,27.0535714285714,0.152246447340354,0.152246447340354,69315,69315,11.1464166119725,11.1464166119725,-768.311507936494,1135.71706349206,0.00324230538373449,0.0283717263765126
"1999-02-01","Homicide",539,539,6.289715570909,6.289715570909,-10.3234126984128,-10.3234126984128,-0.00879249561834783,-0.00879249561834783,1199,1199,7.08924315502751,7.08924315502751,-48.3373015873015,-52.5558333333333,-0.035058642974299,-0.03888135900955
"1999-02-01","Influenza",88,88,4.47733681447821,4.47733681447821,10.2023809523809,10.202380952381,0.184712031450083,0.184712031450083,7785,7785,8.9599540842681,8.9599540842681,1774.30753968254,1574.41515873016,0.23355189182479,0.215535507873245
"1999-02-01","Overdose",109,109,4.69134788222914,4.69134788222914,-12.7777777777778,-12.6049206349206,-0.124141261411665,-0.122409295293611,1272,1272,7.14834574390007,7.14834574390007,109.859126984127,109.171388888889,0.00751872840744738,0.00743543164513305
"1999-02-01","Respiratory Diseases",53,53,3.97029191355212,3.97029191355212,-0.42460317460317,-0.447103174603171,-0.00864439740259293,-0.00882404608362375,13261,13261,9.4925826756776,9.4925826756776,1559.75198412699,1435.0489484127,0.112378734582705,0.105108331928385
"1999-02-01","STDs",207,207,5.33271879326537,5.33271879326537,20.4246031746032,20.4246031746032,0.113489839468278,0.113489839468278,1275,1275,7.15070145759253,7.15070145759253,28.875,35.3183333333332,0.0633998393005646,0.068425183941244
"1999-02-01","Stroke",161,161,5.08140436498446,5.08140436498446,32.547619047619,32.577619047619,0.218370439867614,0.218695415401752,14728,14728,9.59750572291291,9.59750572291291,-369.886904761903,65.6845238095229,-0.00360342249098444,0.0230788694742561
"1999-02-01","Suicide",128,140.63,4.85203026391962,4.94613232788216,-27.4126984126984,-14.7826984126984,-0.221666297619583,-0.127564233657044,2296,2296,7.73892375743946,7.73892375743946,106.422619047619,106.422619047619,0.0183858458313262,0.0183858458313253
"1999-02-01","Terrorism",137,137,4.91998092582813,4.91998092582813,48.2043650793651,48.2043650793651,0.156265758465994,0.156265758465995,0,0,-Inf,-Inf,-0.861111111111109,-0.861111111111111,NA,NA
"1999-02-01","Traffic Accidents",144,144,4.969813299576,4.969813299576,18.2162698412698,18.6819841269841,0.119984235920625,0.12960516674981,3017,3017,8.01201823915906,8.01201823915906,66.3075396825393,58.4256349206344,0.0249939975005713,0.0217078758247045
"1999-03-01","Alzheimers",66,66,4.18965474202643,4.18965474202643,-7.74603174603175,-7.71926587301587,-0.0357672563574276,-0.0356527350684077,4427,4427,8.39547743273214,8.39547743273214,189.164682539683,189.147182539683,0.0886446964032714,0.0886392707330756
"1999-03-01","Cancer",591,591,6.3818160174061,6.3818160174061,-0.0218253968254203,2.29436507936509,-0.0167276980217475,-0.0129143281024344,47822,47822,10.7752410636425,10.7752410636425,169.130952380954,242.239999999998,0.00623336131283736,0.00791776100204089
"1999-03-01","COVID-19",51,51,3.93182563272433,3.93182563272433,-239.121031746032,-239.466746031746,-0.124774285212445,-0.134255409346186,0,0,-Inf,-Inf,-243.069444444445,-243.069444444445,NA,NA
"1999-03-01","Diabetes",69,69,4.23410650459726,4.23410650459726,5.37698412698413,5.37698412698412,0.118481995963524,0.118481995963524,6402,6402,8.76436572052981,8.76436572052981,88.541666666667,88.3507341269842,0.0184938125050138,0.018456824164149
"1999-03-01","Heart",220,220,5.39362754635236,5.39362754635236,7.73809523809524,7.73809523809524,0.0223784297856202,0.0223784297856202,75253,74997.22,11.2286110489261,11.2252063251648,2556.85515873015,2301.07515873016,0.0271404415284184,0.0237357177671278
"1999-03-01","Homicide",625,625,6.4377516497364,6.4377516497364,39.7142857142858,39.7142857142857,0.0542663439356419,0.0542663439356419,1299,1299,7.1693500166706,7.1693500166706,-72.0535714285716,-68.301488095238,-0.0552431261468831,-0.0516211959035591
"1999-03-01","Influenza",87,87,4.46590811865458,4.46590811865458,-12.7757936507937,9.28992063492062,0.106647390712769,0.144776117427176,8348,8348,9.02977726819709,9.02977726819709,473.924603174602,473.924603174603,0.0519082413565251,0.0519082413565251
"1999-03-01","Overdose",113,113,4.72738781871234,4.72738781871234,-4.65476190476191,-4.68476190476191,-0.00222278893668282,-0.00251889609422662,1291,1291,7.16317239084664,7.16317239084664,-245.617063492064,-245.824107142857,-0.058731478832657,-0.0587812033697697
"1999-03-01","Respiratory Diseases",59,59,4.07753744390572,4.07753744390572,-1.38888888888889,-1.38888888888889,-0.0220958965688061,-0.0220958965688061,13835,13835,9.53495689222103,9.53495689222103,-301.779761904763,-303.679087301587,-0.0222589033433547,-0.0224915335360034
"1999-03-01","STDs",204,204,5.31811999384422,5.31811999384422,-14.1349206349206,-14.1349206349206,-0.0953237166100349,-0.0953237166100349,1309,1309,7.1770187659099,7.1770187659099,-9.20238095238096,-9.20238095238096,-0.0344887737227548,-0.0344887737227548
"1999-03-01","Stroke",184,184,5.21493575760899,5.21493575760899,1.4702380952381,1.4702380952381,-0.0126199036396253,-0.0126199036396253,16197,16130.85,9.6925813188864,9.68848886656902,739.785714285714,673.635714285714,0.0361239944145701,0.0320315420971884
"1999-03-01","Suicide",162,162,5.08759633523238,5.08759633523238,11.0297619047619,-1.6014880952381,0.15116757892077,0.0570566064160216,2465,2465,7.80994708647679,7.80994708647679,-226.5,-226.5275,-0.057026775938744,-0.0570389552739528
"1999-03-01","Terrorism",134,134,4.89783979995091,4.89783979995091,-37.0892857142857,-37.0892857142857,-0.0790874546193905,-0.0790874546193905,0,0,-Inf,-Inf,0.811507936507933,0.811507936507937,NA,NA
"1999-03-01","Traffic Accidents",156,156,5.04985600724954,5.04985600724954,0.275793650793645,0.275793650793645,-0.033985880235285,-0.033985880235285,3500,3500,8.1605182474775,8.1605182474775,95.9285714285716,103.810476190476,0.0219847366530885,0.0252708583289554
"1999-04-01","Alzheimers",48,48.63,3.87120101090789,3.88424062441569,-8.01388888888889,-7.41712301587302,-0.227428426927746,-0.214638624481604,3579,3579,8.18283871076603,8.18283871076603,-94.1111111111113,-85.4711111111114,-0.103056813179441,-0.102349489331202
"1999-04-01","Cancer",538,538,6.28785856016178,6.28785856016178,-35.8234126984127,-37.9967460317461,-0.058152709244129,-0.0615794541901797,44081,44081,10.6937841295949,10.6937841295949,-1350.9503968254,-1350.9503968254,-0.0316945250275271,-0.0316945250275271
"1999-04-01","COVID-19",41,41,3.71357206670431,3.71357206670431,-121.095238095238,-24.7014285714286,-0.317388911593678,-0.295981446098454,0,0,-Inf,-Inf,-2692.33333333333,-1658.95380952381,NA,NA
"1999-04-01","Diabetes",62,62,4.12713438504509,4.12713438504509,-7.99206349206349,-2.83490079365079,-0.0757003106151686,-0.052696743782934,5758,5758,8.65834547117212,8.65834547117212,-171.900793650793,-139.216507936507,-0.0311099011128082,-0.027512883097387
"1999-04-01","Heart",168,168,5.12396397940326,5.12396397940326,-37.8531746031746,-31.3450793650794,-0.172297451139256,-0.157132187293857,64653,64653,11.0767897868357,11.0767897868357,-5692.41666666666,-5436.63666666667,-0.0708336732359296,-0.067428949474639
"1999-04-01","Homicide",738,706.5,6.60394382460047,6.56032320212458,136.664682539683,105.164682539683,0.207581634885998,0.163961012410107,1304,1304,7.1731917424866,7.1731917424866,-30.9583333333333,-31.1032341269843,-0.0217290723292765,-0.0217917648619412
"1999-04-01","Influenza",71,71,4.26267987704132,4.26267987704132,-0.779761904761905,-10.3988095238095,-0.0887775392204642,-0.101857882344055,5394,5394,8.59304250369967,8.59304250369967,-1636.5119047619,-1636.5119047619,-0.203942869450756,-0.203942869450756
"1999-04-01","Overdose",137,137,4.91998092582813,4.91998092582813,30.9087301587302,30.9387301587302,0.217981432737386,0.218277539894929,1375,1375,7.22620901010067,7.22620901010067,234.087301587302,234.051507936508,0.107359312990429,0.107330493583262
"1999-04-01","Respiratory Diseases",65,65,4.17438726989564,4.17438726989564,5.40873015873017,9.90111111111111,0.155624850421688,0.183306832662639,10959,10959,9.30191631546339,9.30191631546339,-1314.57341269841,-1315.60541666667,-0.112962505520713,-0.113089204881069
"1999-04-01","STDs",169,169,5.12989871492307,5.12989871492307,-34.093253968254,-33.883253968254,-0.174322432861653,-0.17350144260867,1213,1213,7.10085190894405,7.10085190894405,-48.9285714285713,-48.9285714285713,-0.0142853775116549,-0.0142853775116549
"1999-04-01","Stroke",194,194,5.26785815906333,5.26785815906333,3.95833333333331,3.95833333333331,0.016976928673091,0.0169769286730901,13983,13983,9.54559758504085,9.54559758504085,-1253.93849206349,-1187.78849206349,-0.0698909209785867,-0.065798468661205
"1999-04-01","Suicide",245,245,5.50125821054473,5.50125821054473,76.8928571428571,83.8739880952381,0.402741770340706,0.414992201738232,2475,2475,7.81399567500279,7.81399567500279,59.3789682539682,59.3514682539685,0.0180225649596322,0.0180103856244225
"1999-04-01","Terrorism",133,133,4.89034912822175,4.89034912822175,47.1111111111111,46.9611111111111,0.0965119257830374,0.0951043637715348,15,15,2.70805020110221,2.70805020110221,13.7619047619048,13.7619047619048,NA,NA
"1999-04-01","Traffic Accidents",122,122,4.80402104473326,4.80402104473326,-35.922619047619,-34.1007142857143,-0.251282921564838,-0.240719243055567,3485,3485,8.15622332319462,8.15622332319462,-116.890873015873,-116.890873015873,-0.0342509136490925,-0.0342509136490925
"1999-05-01","Alzheimers",72,72,4.27666611901606,4.27666611901606,22.5992063492063,21.9692063492064,0.387944818960973,0.374905205453171,3267,3267,8.09162741160107,8.09162741160107,26.2579365079364,17.6179365079365,-0.0467378708672292,-0.0474451947154684
"1999-05-01","Cancer",519,519,6.25190388316589,6.25190388316589,-47.4087301587302,-44.9020634920635,-0.0938446598788696,-0.0899406978632467,45776,45776,10.7315152152899,10.7315152152899,561.454365079364,561.454365079364,0.0137708961900795,0.0137708961900795
"1999-05-01","COVID-19",61,61,4.11087386417331,4.11087386417331,113.242063492064,40.3849206349207,0.367498583806921,0.358737033906713,0,0,-Inf,-Inf,1451.35317460318,399.324900793655,NA,NA
"1999-05-01","Diabetes",78,78,4.35670882668959,4.35670882668959,11.406746031746,6.44914682539682,0.138511470260597,0.116499113535514,5582,5582,8.62730241409627,8.62730241409627,-32.9246031746034,-65.8576388888896,-0.0106523274537604,-0.0142775798963939
"1999-05-01","Heart",202,202,5.3082676974012,5.3082676974012,24.1884920634921,18.3437301587302,0.107163867638568,0.094428611941396,62441,62441,11.0419773898759,11.0419773898759,-1249.875,-1249.875,-0.0186516372842238,-0.0186516372842238
"1999-05-01","Homicide",579,579,6.361302477573,6.361302477573,-168.107142857143,-136.607142857143,-0.260629500415884,-0.217008877939993,1428,1428,7.26403014289953,7.26403014289953,24.0972222222222,23.9523214285716,0.0242661918052853,0.0242034992726206
"1999-05-01","Influenza",43,43,3.76120011569356,3.76120011569356,-14.7242063492063,-26.390873015873,-0.260220878078949,-0.283247237368454,4259,4259,8.35678966992321,8.35678966992321,-424.214285714285,-424.214285714286,-0.0781134842931159,-0.0781134842931159
"1999-05-01","Overdose",149,149,5.00394630594546,5.00394630594546,9.57738095238093,10.4135714285714,0.085865316778678,0.0885442322905536,1349,1349,7.20711885620776,7.20711885620776,-163.609126984127,-104.022936507936,-0.0480639932667266,-0.0412614927363002
"1999-05-01","Respiratory Diseases",58,58,4.06044301054642,4.06044301054642,-9.05753968253969,-12.7242063492063,-0.191992463219475,-0.213230324609652,9526,9526,9.16178018136081,9.16178018136081,-750.410714285714,-750.410714285714,-0.082488333506813,-0.082488333506813
"1999-05-01","STDs",186,186,5.2257466737132,5.2257466737132,16.1646825396826,16.2599206349206,0.0871255220632801,0.0874932385439431,1253,1253,7.13329595489607,7.13329595489607,33.3234126984128,33.3408333333334,0.0302595850254193,0.030304440394664
"1999-05-01","Stroke",197,197,5.28320372873799,5.28320372873799,14.0694444444445,14.0694444444445,0.0750854618651875,0.0750854618651884,13246,13246,9.49145089904492,9.49145089904492,-589.275793650793,-589.275793650795,-0.0418191658793923,-0.0418191658793923
"1999-05-01","Suicide",194,194,5.26785815906333,5.26785815906333,-55.0575396825397,-62.0399206349206,-0.270746281179266,-0.283005621119,2542,2542,7.8407064517494,7.8407064517494,-69.2738095238096,-69.2738095238096,-0.0145886433933491,-0.0145886433933491
"1999-05-01","Terrorism",125,125,4.8283137373023,4.8283137373023,-39.2440476190476,-39.0940476190476,-0.178297807053858,-0.176890245042356,0,0,-Inf,-Inf,-14.9047619047619,-14.9047619047619,NA,NA
"1999-05-01","Traffic Accidents",157,157,5.05624580534831,5.05624580534831,38.3154761904762,36.4935714285714,0.278282051370962,0.26771837286169,4164,4164,8.33423142973486,8.33423142973486,314.281746031746,314.281746031746,0.0741648095818324,0.0741648095818324
"1999-06-01","Alzheimers",59,59,4.07753744390572,4.07753744390572,-9.83134920634921,-9.27753968253969,-0.161573833778716,-0.158318404692063,2998,3229.82,8.00570067866254,8.08018168710968,207.662698412699,437.34888888889,-0.0115368197243519,0.0627755703059503
"1999-06-01","Cancer",490,490,6.19440539110467,6.19440539110467,4.86309523809524,2.52404761904762,0.0100455195989317,0.00659123108155946,43803,43803,10.6874575871697,10.6874575871697,-410.503968253965,-410.503968253965,-0.010931371495337,-0.0109313714953352
"1999-06-01","COVID-19",43,43,3.76120011569356,3.76120011569356,64.9126984126984,41.721746031746,-0.253059122939853,-0.256223914401128,0,0,-Inf,-Inf,1267.25,1140.81361111111,NA,NA
"1999-06-01","Diabetes",71,71,4.26267987704132,4.26267987704132,-8.20238095238096,-8.1547619047619,-0.0987756050882522,-0.0985088310145059,5030,5210.23,8.52317526309379,8.55837927964633,-184.468253968254,-7.5532142857146,-0.0445442618899907,-0.00969126001466769
"1999-06-01","Heart",198,198,5.28826703069454,5.28826703069454,2.76785714285714,2.10452380952381,0.0191470676259531,0.0167170594777257,58138,58138,10.9705747737964,10.9705747737964,-808.124999999993,-808.125,-0.00846532872153283,-0.00846532872153283
"1999-06-01","Homicide",544,544,6.29894924685594,6.29894924685594,-38.2063492063492,-31.468253968254,-0.0580535231797557,-0.0493603120527402,1421,1421,7.2591161280971,7.2591161280971,-28.6507936507937,-28.6507936507937,-0.0173861378480051,-0.0173861378480042
"1999-06-01","Influenza",49,49,3.89182029811063,3.89182029811063,30.0952380952381,29.207619047619,0.384979397033826,0.375753717582547,3582,3582,8.18367658262066,8.18367658262066,-274.795634920635,-274.795634920635,-0.0691817310595795,-0.0691817310595795
"1999-06-01","Overdose",123,123,4.81218435537242,4.81218435537242,-20.8670634920635,-21.703253968254,-0.164020471580916,-0.166699387092792,1246,1251.04,7.1276936993474,7.1317304843762,71.5198412698412,16.9736507936507,-0.0342664187232513,-0.0370321342248721
"1999-06-01","Respiratory Diseases",43,43,3.76120011569356,3.76120011569356,-8.88888888888889,-9.71460317460317,-0.221163782636571,-0.227607903487344,8621,8621,9.06195636620992,9.06195636620992,140.70238095238,140.70238095238,-0.00600488640654895,-0.00600488640654895
"1999-06-01","STDs",188,188,5.23644196282995,5.23644196282995,-5.37301587301587,-3.89682539682539,-0.0235583522941489,-0.0254481588480759,1164,1164,7.05961762829138,7.05961762829138,-54.9880952380954,-55.1506746031748,-0.0351654324221231,-0.0355810682466231
"1999-06-01","Stroke",262,261.37,5.5683445037611,5.56593702796276,39.1309523809524,38.5009523809524,0.1350540163943,0.132646540595967,12395,12395,9.42504844446929,9.42504844446929,-45.4246031746025,-52.6103174603159,0.00502235166883125,0.0042859305920846
"1999-06-01","Suicide",142,142,4.95582705760126,4.95582705760126,-35.6130952380952,-35.6130952380952,-0.241231699691644,-0.241231699691644,2434,2434,7.79729127354747,7.79729127354747,-21.0257936507937,-16.61876984127,-0.0144886300298035,-0.0134832899396704
"1999-06-01","Terrorism",101,108.15,4.61512051684126,4.68351915239907,-18.4543650793651,-11.3043650793651,-0.189320524215328,-0.120921888657519,0,0,-Inf,-Inf,-1.90079365079365,-1.39079365079365,NA,NA
"1999-06-01","Traffic Accidents",133,133,4.89034912822175,4.89034912822175,-19.2718253968254,-19.2718253968254,-0.130603506481601,-0.130603506481601,3976,3976,8.28803156777646,8.28803156777646,-260.013888888889,-260.013888888889,-0.0651406368817788,-0.0651406368817788
"1999-07-01","Alzheimers",68,68,4.21950770517611,4.21950770517611,8.32738095238096,7.78253968253969,0.121375988973391,0.118307594157425,3190,3229.82,8.06777619577889,8.08018168710968,34.3690476190473,-155.560396825397,0.0401350040607618,-0.0219480496292235
"1999-07-01","Cancer",559,559,6.3261494731551,6.3261494731551,64.2142857142857,64.2142857142857,0.121382244318244,0.121382244318244,45763,45763,10.7312311833453,10.7312311833453,355.694444444445,356.37972222222,0.00985461341850957,0.00986769720125302
"1999-07-01","COVID-19",40,40,3.68887945411394,3.68887945411394,54.5376984126984,64.5417857142857,0.00355830928186851,0.00482541676668946,0,0,-Inf,-Inf,-477.238095238095,-246.037996031746,NA,NA
"1999-07-01","Diabetes",53,53,3.97029191355212,3.97029191355212,-13.6011904761905,-13.7901587301587,-0.233932689840293,-0.241572309532855,5230,5230,8.56216655705897,8.56216655705897,125.301587301587,-47.5439484126973,0.028113352939636,-0.00619798784707903
"1999-07-01","Heart",204,204,5.31811999384422,5.31811999384422,12.1587301587302,12.0386507936508,0.0723784319310123,0.067189743222416,60523,60523,11.0107787370637,11.0107787370637,1597.875,1592.46956349206,0.0253691443255502,0.0252979391992394
"1999-07-01","Homicide",562,562,6.33150184989369,6.33150184989369,30.9345238095237,24.6329365079365,0.0452069251909633,0.0370650506162944,1532,1532,7.33432935030054,7.33432935030054,-10.2242063492063,-9.20400793650788,-0.00273425094904578,-0.00229532282602829
"1999-07-01","Influenza",42,42,3.73766961828337,3.73766961828337,-3.23214285714286,-0.183492063492068,-0.041058018855284,-0.0284211024881058,3571,3571,8.18060094759445,8.18060094759445,137.914682539683,137.914682539683,0.0337571337171418,0.0337571337171418
"1999-07-01","Overdose",123,123,4.81218435537242,4.81218435537242,-5.12499999999999,-4.47928571428574,-0.0256508938097078,-0.02356909016701,1459,1459,7.28550654852279,7.28550654852279,127.099206349206,128.491785714285,0.126910577301377,0.123680918643945
"1999-07-01","Respiratory Diseases",67,67,4.20469261939097,4.20469261939097,21.9186507936508,22.4068253968254,0.424929128435256,0.428132267721627,8464,8464,9.04357715409808,9.04357715409808,166.896825396825,170.695476190476,0.0140688487705525,0.0145341091558482
"1999-07-01","STDs",170,170,5.13579843705026,5.13579843705026,-11.2857142857143,-13.0496428571429,-0.0656603018406203,-0.0648907861659245,1214,1214,7.10167597161944,7.10167597161944,29.8948412698414,30.01125,0.0148234618703009,0.0151725399831335
"1999-07-01","Stroke",226,226,5.42053499927229,5.42053499927229,-37.1706349206349,-36.5431349206349,-0.1487560605708,-0.146358138247857,12453,12453,9.42971683672115,9.42971683672115,-107.789682539684,-101.852876984127,-0.0110009813877063,-0.0103410272523057
"1999-07-01","Suicide",165,165,5.10594547390058,5.10594547390058,30.8690476190476,30.9216666666667,0.177200144495622,0.177591382468778,2550,2550,7.84384863815247,7.84384863815247,10.0694444444443,9.13408730158744,0.0133396179420497,0.0131495268800448
"1999-07-01","Terrorism",145,145,4.97673374242057,4.97673374242057,70.1686507936508,62.6589285714286,0.436421999134923,0.364563883571662,5,5,1.6094379124341,1.6094379124341,6.70436507936508,6.19436507936508,NA,NA
"1999-07-01","Traffic Accidents",129,129,4.85981240436167,4.85981240436167,-3.24007936507937,-3.24007936507937,-0.0259699936330087,-0.0259699936330087,4332,4332,8.37378460812088,8.37378460812088,142.40873015873,151.838253968254,0.032913230853735,0.0349558125509173
"1999-08-01","Alzheimers",49,49,3.89182029811063,3.89182029811063,-17.577380952381,-17.577380952381,-0.302504948750602,-0.302504948750601,3221,3229.82,8.0774471493312,8.08018168710968,-20.218253968254,-49.7420634920636,0.000273821375268213,-0.00893661057931006
"1999-08-01","Cancer",540,540,6.29156913955832,6.29156913955832,-18.6349206349206,-18.7549206349206,-0.0335817115154198,-0.0339032044581602,45582,45582,10.7272681807313,10.7272681807313,-608.694444444445,-609.37972222222,-0.0128862194651713,-0.0128993032479148
"1999-08-01","COVID-19",49,49,3.89182029811063,3.89182029811063,9.89285714285714,9.6247619047619,0.221336944529882,0.21404047393054,0,0,-Inf,-Inf,0.061507936507935,0.0615079365079367,NA,NA
"1999-08-01","Diabetes",60,60,4.0943445622221,4.0943445622221,8.49603174603174,8.90698412698412,0.123465533549362,0.131993946189715,5114,5210.23,8.53973715585113,8.55837927964633,-63.4007936507942,28.2468253968245,-0.0136979774434778,0.00405642617099744
"1999-08-01","Heart",168,168,5.12396397940326,5.12396397940326,-33.1944444444445,-32.4201587301587,-0.18044037036264,-0.173266138158587,57682,57682,10.9627004454215,10.9627004454215,-1976.92658730159,-1972.53615079365,-0.0321038079202971,-0.0320461136025632
"1999-08-01","Homicide",537,537,6.28599809450886,6.28599809450886,-18.4781746031746,-18.4781746031746,-0.0256820937236988,-0.0256820937236988,1476,1476,7.29709100516042,7.29709100516042,24.2896825396824,24.2896825396824,0.0125379916642236,0.0125379916642228
"1999-08-01","Influenza",33,33,3.49650756146648,3.49650756146648,-18.5555555555556,-18.6331746031746,-0.461819116437107,-0.467063631428446,3357,3357,8.11880299698004,8.11880299698004,-93.5119047619046,-96.3947619047613,-0.0274603624277567,-0.0284100110410126
"1999-08-01","Overdose",176,176,5.17048399503815,5.17048399503815,51.8293650793651,51.1836507936508,0.344109728291671,0.342027924648973,1360,1360,7.2152399787301,7.2152399787301,-32.8313492063489,-32.8313492063489,-0.0463294857802037,-0.0463294857802037
"1999-08-01","Respiratory Diseases",63,63,4.14313472639153,4.14313472639153,-0.523809523809518,-0.714285714285708,0.0114115765449423,0.00540767947489051,7971,8408.13,8.98356523442792,9.03695437390253,-137.337301587302,278.976984126983,-0.0240621073415763,0.0267846921580528
"1999-08-01","STDs",167,167,5.11799381241676,5.11799381241676,10.4880952380952,10.4880952380952,0.0563045054917337,0.0563045054917337,1151,1151,7.04838640872188,7.04838640872188,-66.4325396825398,-66.4037896825396,-0.0507634529755414,-0.0507417506331187
"1999-08-01","Stroke",234,234,5.4553211153577,5.4553211153577,1.51984126984127,2.91317460317458,0.00860952813569771,0.0137740507076485,12566,12566,9.43875003296289,9.43875003296289,78.2599206349205,79.246329365078,0.0059994458759256,0.00605967292712428
"1999-08-01","Suicide",167,167,5.11799381241676,5.11799381241676,1.83730158730157,1.87224206349205,0.013531916891961,0.0134973479670766,2589,2589,7.85902697975154,7.85902697975154,61.1507936507937,58.4841269841268,0.0238859952340862,0.0232698436926011
"1999-08-01","Terrorism",110,110,4.70048036579242,4.70048036579242,-53.2936507936508,-52.9055555555556,-0.328042258661602,-0.324311355499176,0,0,-Inf,-Inf,-5.42460317460318,-5.42460317460317,NA,NA
"1999-08-01","Traffic Accidents",135,135,4.90527477843843,4.90527477843843,-5.21428571428571,-5.18428571428569,-0.0439726036201673,-0.0437881979436083,4472,4472,8.40559101483493,8.40559101483493,177.093253968254,167.66373015873,0.0401685278315913,0.038125946134409
"1999-09-01","Alzheimers",47,48.63,3.85014760171006,3.88424062441569,-0.142857142857146,1.3795238095238,-0.00645482722878787,0.025393784228589,3317,3317,8.10681603894705,8.10681603894705,64.2956349206352,55.8956349206346,0.0226909895645733,0.0200866678707765
"1999-09-01","Cancer",464,464,6.13988455222626,6.13988455222626,-60.436507936508,-60.316507936508,-0.118155221765276,-0.117833728822537,44781,44781,10.7095392213014,10.7095392213014,568.706349206346,568.706349206346,0.0109599907864304,0.0109599907864304
"1999-09-01","COVID-19",45,45,3.80666248977032,3.80666248977032,14.5615079365079,14.8296031746032,-0.0413237417083252,-0.0340272711089828,0,0,-Inf,-Inf,14.2837301587302,14.2837301587302,NA,NA
"1999-09-01","Diabetes",59,59,4.07753744390572,4.07753744390572,4.33928571428572,4.33928571428572,0.0407726224274132,0.0407726224274141,5230,5230,8.56216655705897,8.56216655705897,174.785714285715,82.5080952380958,0.0324593732851248,0.014583899925988
